ID,Mechanics
173452,"Area Majority / Influence, Deck Bag and Pool Building, Grid Movement, Hand Management"
71676,Modular Board
139032,"Card Drafting, Modular Board, Set Collection, Worker Placement"
286109,Area Majority / Influence
3600,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
190462,"Campaign / Battle Card Driven, Dice Rolling, Movement Points, Point to Point Movement, Simulation"
265031,"Grid Movement, Modular Board"
4386,Grid Movement
212382,"Auction/Bidding, Set Collection"
289601,Network and Route Building
2884,"Point to Point Movement, Secret Unit Deployment"
305752,"Deck Bag and Pool Building, Hand Management, Market, Solo / Solitaire Game"
127275,"Auction/Bidding, Set Collection"
215213,"Area Majority / Influence, Hand Management, Modular Board, Team-Based Game, Variable Player Powers, Voting"
223151,"Hand Management, Simultaneous Action Selection, Variable Player Powers"
258154,"Hand Management, Set Collection"
993,"Action Points, Area Majority / Influence"
204734,Pattern Building
183447,"Dice Rolling, Grid Movement, Variable Player Powers"
63928,Hexagon Grid
234093,Cooperative Game
202582,"Area Majority / Influence, Pattern Building, Tile Placement"
25242,Hand Management
265226,"Dice Rolling, Push Your Luck, Take That"
41291,Pattern Building
64675,"Set Collection, Worker Placement"
234673,"Campaign / Battle Card Driven, Dice Rolling, Movement Points, Point to Point Movement, Simulation"
224134,"Take That, Variable Player Powers"
6584,
276161,"Pattern Building, Simulation"
182385,"Area Majority / Influence, Card Drafting, Dice Rolling, Set Collection"
3149,"Modular Board, Pick-up and Deliver, Role Playing, Roll / Spin and Move, Simultaneous Action Selection"
1518,"Auction/Bidding, Commodity Speculation, Simultaneous Action Selection, Trading"
836,"Auction/Bidding, Pick-up and Deliver"
13995,Hexagon Grid
223514,"Action Points, Card Drafting, Deck Bag and Pool Building, Set Collection"
206943,Cooperative Game
282227,"Modular Board, Set Collection, Team-Based Game, Worker Placement"
5827,"Dice Rolling, Hexagon Grid"
3706,Tile Placement
5242,"Connections, Paper-and-Pencil"
136416,Simultaneous Action Selection
184563,Hexagon Grid
80933,Set Collection
40561,Team-Based Game
158882,"Hand Management, Solo / Solitaire Game"
180853,"Cooperative Game, Deck Bag and Pool Building, Modular Board, Role Playing, Variable Player Powers"
284832,Worker Placement
246759,"Hand Management, Set Collection, Simultaneous Action Selection, Take That, Team-Based Game"
140101,"Area Majority / Influence, Modular Board, Pattern Building, Tile Placement, Worker Placement"
1416,Area Majority / Influence
223033,Cooperative Game
5549,"Modular Board, Trading"
4934,
287507,"Action Queue, Team-Based Game, Traitor Game"
201054,"Memory, Set Collection"
28678,"Action Points, Point to Point Movement, Team-Based Game"
4270,"Area Movement, Dice Rolling, Hidden Movement, Paper-and-Pencil, Simultaneous Action Selection"
369,"Hand Management, Pattern Building, Take That"
108705,"Hand Management, Set Collection"
18615,"Dice Rolling, Line of Sight, Measurement Movement, Movement Template, Scenario / Mission / Campaign Game, Simulation, Variable Player Powers"
147635,"Cooperative Game, Dice Rolling, Role Playing, Solo / Solitaire Game"
9629,"Area Majority / Influence, Modular Board, Tile Placement"
228399,"Dice Rolling, Modular Board, Role Playing, Team-Based Game, Variable Player Powers"
55911,"Area Majority / Influence, Worker Placement"
129380,"Commodity Speculation, Hand Management, Stock Holding"
10149,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
260561,"Action Points, Auction/Bidding, Campaign / Battle Card Driven, Card Drafting, Commodity Speculation, Dice Rolling, Grid Movement, Hand Management, Memory, Secret Unit Deployment, Team-Based Game, Variable Player Powers"
9092,
1757,"Action Points, Action Queue, Bias"
38703,"Area Movement, Dice Rolling, Enclosure, Hand Management, Network and Route Building, Pattern Recognition, Time Track, Variable Phase Order"
202564,"Memory, Pattern Recognition"
81850,Hand Management
37061,"Hexagon Grid, Simulation"
156474,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Variable Player Powers"
6608,
20074,"Dice Rolling, Network and Route Building, Pick-up and Deliver"
170969,"Memory, Take That"
4009,Hexagon Grid
230064,"Hand Management, Take That"
150485,Dice Rolling
6352,"Point to Point Movement, Roll / Spin and Move"
3163,"Area Movement, Dice Rolling, Events, Ratio / Combat Results Table, Secret Unit Deployment"
2641,"Area Movement, Dice Rolling, Ratio / Combat Results Table, Simulation"
107861,"Action Points, Area Majority / Influence, Area Movement, Team-Based Game, Trading"
249404,"Grid Movement, Tile Placement"
6929,Simulation
286171,"Area Majority / Influence, Drafting, End Game Bonuses, Hand Management, Set Collection"
13729,"Area Majority / Influence, Simultaneous Action Selection"
198791,"Card Drafting, Deck Bag and Pool Building, Hand Management, Worker Placement"
207202,"Action Points, Tile Placement"
271044,"Cooperative Game, Storytelling"
1784,Storytelling
177541,Hand Management
3133,Hand Management
3766,Hexagon Grid
796,"Tile Placement, Trading"
11438,Hexagon Grid
25537,Physical Removal
131393,"Dice Rolling, Hexagon Grid, Simulation"
540,Network and Route Building
249095,"Area Majority / Influence, Hexagon Grid"
147505,"Dice Rolling, Hand Management, Take That"
168582,"Card Drafting, Modular Board, Push Your Luck, Set Collection, Take That, Variable Player Powers"
4291,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Scenario / Mission / Campaign Game, Simulation"
231624,"Card Drafting, Push Your Luck, Set Collection, Worker Placement"
189030,
100473,"Network and Route Building, Pick-up and Deliver"
2524,"Action Queue, Hexagon Grid, Simulation"
234373,"Action Queue, Dice Rolling, Modular Board"
13254,"Dice Rolling, Hexagon Grid, Simulation"
179385,"Area Majority / Influence, Pattern Building, Tile Placement"
107638,"Deck Bag and Pool Building, Hand Management"
159515,"Hand Management, Memory, Secret Unit Deployment, Take That"
153113,"Dice Rolling, Grid Movement, Variable Player Powers"
6569,"Enclosure, Tile Placement"
147474,"Action Queue, Hand Management, Team-Based Game, Variable Player Powers"
6554,"Action Points, Card Drafting, Set Collection"
260645,"Hand Management, Solo / Solitaire Game"
226322,
24996,
27938,"Grid Movement, Hexagon Grid"
158883,"Hand Management, Set Collection, Variable Player Powers"
7114,Hexagon Grid
23757,"Hand Management, Simulation, Simultaneous Action Selection"
126426,"Action Points, Dice Rolling, Grid Movement, Point to Point Movement, Solo / Solitaire Game"
14017,"Area Majority / Influence, Tile Placement"
34276,Hexagon Grid
63385,"Card Drafting, Dice Rolling, Hand Management"
209222,"Cooperative Game, Memory"
9135,"Dice Rolling, Hexagon Grid, Simulation"
94724,"Storytelling, Voting"
22029,"Roll / Spin and Move, Simulation, Variable Phase Order"
156750,"Area Majority / Influence, Dice Rolling, Hand Management"
256778,"Hand Management, Point to Point Movement, Variable Player Powers"
218314,Cooperative Game
246588,"Chit-Pull System, Cooperative Game, Dice Rolling, Grid Movement, Movement Points, Push Your Luck, Solo / Solitaire Game, Square Grid"
257349,"Card Drafting, Set Collection"
248182,"Enclosure, Tile Placement"
26906,Hexagon Grid
254127,"Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Scenario / Mission / Campaign Game"
256838,"Player Elimination, Take That"
12622,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Time Track, Variable Player Powers"
162384,"Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
260788,Paper-and-Pencil
85609,"Chit-Pull System, Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
23311,
133689,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
5485,"Dice Rolling, Hexagon Grid, Simulation"
254681,Dice Rolling
8208,"Dice Rolling, Hexagon Grid, Simulation"
134283,"Dice Rolling, Hexagon Grid"
277662,"Card Drafting, Dice Rolling, Set Collection"
6540,"Area Movement, Dice Rolling, Hexagon Grid, Point to Point Movement, Secret Unit Deployment, Simulation"
145086,"Card Drafting, Secret Unit Deployment"
187976,"Action Points, Area Majority / Influence, Take That, Variable Player Powers"
74596,"Action Points, Cooperative Game, Dice Rolling, Variable Player Powers"
215503,"Commodity Speculation, Modular Board"
165628,"Acting, Line Drawing, Singing, Team-Based Game"
154498,"Push Your Luck, Variable Player Powers"
83068,Hand Management
37615,"Card Drafting, Hand Management, Set Collection"
10986,"Dice Rolling, Hexagon Grid"
3707,"Area Movement, Secret Unit Deployment"
229782,"Dice Rolling, Enclosure, Network and Route Building, Paper-and-Pencil, Pattern Building, Pattern Recognition, Set Collection, Simultaneous Action Selection"
88559,"Action Points, Area Majority / Influence, Auction/Bidding, Commodity Speculation, Network and Route Building, Push Your Luck, Stock Holding, Team-Based Game, Variable Phase Order"
59223,
130999,"Dice Rolling, Player Elimination, Simultaneous Action Selection"
132416,"Area Majority / Influence, Deck Bag and Pool Building"
20590,"Hexagon Grid, Simulation"
189504,"Hand Management, Player Elimination"
156097,
27380,"Area Majority / Influence, Card Drafting, Network and Route Building"
276169,"Chit-Pull System, Line of Sight, Modular Board, Square Grid"
234842,"Area Majority / Influence, Card Drafting, Set Collection"
83092,"Dice Rolling, Hexagon Grid, Simulation"
317,
6976,"Action Points, Dice Rolling, Hexagon Grid, Turn Order: Random"
83157,"Dice Rolling, Roll / Spin and Move, Tile Placement"
94734,"Dice Rolling, Modular Board, Roll / Spin and Move"
198971,"Set Collection, Trading, Worker Placement"
176816,"Modular Board, Point to Point Movement, Time Track"
2995,"Action Queue, Dice Rolling, Events, Grid Movement, Hexagon Grid, Hidden Movement, Line of Sight, Modular Board, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection, Three Dimensional Movement, Variable Set-up"
2091,"Modular Board, Scenario / Mission / Campaign Game, Square Grid"
119407,"Acting, Simultaneous Action Selection, Singing, Voting"
264314,"Card Drafting, Deck Bag and Pool Building, Hand Management, Take That, Team-Based Game, Variable Player Powers"
17382,"Area Majority / Influence, Area Movement, Dice Rolling, Simulation, Variable Phase Order"
9108,"Card Drafting, Hand Management, Role Playing, Variable Phase Order, Variable Player Powers"
35472,"Pattern Building, Pattern Recognition"
34284,Line Drawing
378,"Crayon Rail System, Pick-up and Deliver"
247980,"Dice Rolling, Enclosure, Modular Board"
3663,"Hexagon Grid, Secret Unit Deployment"
148759,"Card Drafting, Deck Bag and Pool Building"
185241,"Area Movement, Campaign / Battle Card Driven"
246146,"Hand Management, Push Your Luck"
139042,"Card Drafting, Cooperative Game, Storytelling"
37875,"Area Movement, Area-Impulse, Dice Rolling, Secret Unit Deployment"
118553,
22950,"Hand Management, Set Collection"
150364,"Dice Rolling, Push Your Luck, Set Collection"
136146,"Dice Rolling, Hexagon Grid"
182541,"Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling"
89951,Grid Movement
266266,"Cooperative Game, Storytelling, Team-Based Game"
120305,"Hand Management, Simulation, Simultaneous Action Selection"
281514,Cooperative Game
150533,Tile Placement
163771,"Acting, Cooperative Game, Dice Rolling, Role Playing, Storytelling"
169544,"Action Queue, Area Movement, Card Drafting, Cooperative Game, Role Playing, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers"
3170,Area Movement
21182,"Network and Route Building, Stock Holding, Tile Placement"
207442,"Action Queue, Card Drafting"
267377,"Area Movement, Dice Rolling, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
152345,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
144228,"Area Movement, Dice Rolling, Simulation"
209886,
66116,Set Collection
275785,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection, Team-Based Game"
193725,Action Queue
156061,"Card Drafting, Hand Management"
88140,"Pattern Recognition, Player Elimination"
7502,"Dice Rolling, Hexagon Grid, Simulation"
26736,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation"
130908,"Point to Point Movement, Simultaneous Action Selection, Team-Based Game"
135530,"Action Points, Dice Rolling, Hexagon Grid"
18529,"Auction/Bidding, Betting and Bluffing, Hand Management, Memory, Pattern Building, Set Collection, Team-Based Game, Trading, Trick-taking"
16693,Hand Management
23931,Pattern Building
197409,Set Collection
156843,"Dice Rolling, Hexagon Grid, Simulation"
24491,"Auction/Bidding, Campaign / Battle Card Driven, Modular Board, Set Collection, Tile Placement"
181192,"Card Drafting, Hand Management, Take That, Variable Player Powers"
34819,"Memory, Set Collection"
3237,"Action Points, Hexagon Grid"
3818,"Acting, Point to Point Movement, Team-Based Game"
158888,"Action Points, Area Movement, Area-Impulse, Dice Rolling"
149169,"Action Queue, Card Drafting, Dice Rolling, Hand Management, Simulation"
240463,"Cooperative Game, Deck Bag and Pool Building, Hand Management, Memory, Push Your Luck"
2608,"Area Majority / Influence, Events, Player Elimination, Sudden Death Ending, Take That, Trading, Variable Set-up"
195232,"Dice Rolling, Hexagon Grid"
843,Variable Player Powers
2607,"Auction/Bidding, Betting and Bluffing, Events, Modular Board, Roll / Spin and Move, Stock Holding"
198003,"Card Drafting, Hand Management"
252542,"Area Majority / Influence, Dice Rolling, Worker Placement"
113971,"Dice Rolling, Hexagon Grid, Line of Sight"
198671,Cooperative Game
193164,"Dice Rolling, Pattern Recognition"
233354,"Contracts, Hand Management, Pattern Building, Set Collection, Tile Placement"
158791,"Hand Management, Push Your Luck, Set Collection"
164110,"Hand Management, Storytelling, Take That"
5939,"Dice Rolling, Hexagon Grid"
211,
29638,"Pattern Building, Pattern Recognition"
207117,"Modular Board, Set Collection, Simultaneous Action Selection, Team-Based Game, Trading, Worker Placement"
114261,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Solo / Solitaire Game"
163432,"Area Movement, Hand Management, Modular Board, Pick-up and Deliver, Take That, Team-Based Game"
202737,
180345,"Area Majority / Influence, Hand Management"
5718,Cooperative Game
126025,"Area Movement, Cooperative Game, Dice Rolling"
187587,"Card Drafting, Set Collection"
257667,"Dice Rolling, Paper-and-Pencil"
258131,"Area Movement, Campaign / Battle Card Driven, Card Drafting, Dice Rolling, Hand Management, Simulation, Solo / Solitaire Game"
192116,"Cooperative Game, Deck Bag and Pool Building, Hand Management"
151683,"Auction/Bidding, Pattern Building"
2728,Secret Unit Deployment
256538,
146943,"Auction/Bidding, Deck Bag and Pool Building, Hand Management, Tile Placement"
94255,"Area Movement, Dice Rolling"
270269,
57803,"Action Points, Grid Movement"
230785,"Cooperative Game, Grid Movement, Hand Management"
202096,"Deck Bag and Pool Building, Dice Rolling, Variable Player Powers"
28828,"Card Drafting, Dice Rolling, Hand Management"
4604,"Set Collection, Take That"
182982,"Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Simulation"
226312,"Dice Rolling, Variable Player Powers"
5235,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
35662,"Dice Rolling, Point to Point Movement"
205766,"Cooperative Game, Elapsed Real Time Ending, Hidden Movement, Real-Time"
5228,"Chit-Pull System, Hexagon Grid, Simulation"
7823,"Network and Route Building, Stock Holding, Tile Placement"
38870,Hexagon Grid
164448,"Dice Rolling, Grid Movement"
148204,"Hand Management, Simulation"
85147,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation"
230553,Hand Management
256779,"Hand Management, Point to Point Movement, Variable Player Powers"
31612,"Auction/Bidding, Set Collection"
1827,"Campaign / Battle Card Driven, Dice Rolling, Move Through Deck"
30179,"Area Majority / Influence, Tile Placement"
6266,"Cooperative Game, Storytelling"
5142,"Bias, Critical Hits and Failures, Dice Rolling, Grid Movement, Movement Points, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection, Square Grid"
26745,"Chit-Pull System, Dice Rolling, Hexagon Grid"
232981,Deck Bag and Pool Building
209280,"Hand Management, Push Your Luck, Take That"
29030,"Card Drafting, Hand Management"
269489,"Area Majority / Influence, Area Movement, Dice Rolling, Simulation, Solo / Solitaire Game"
166726,"Cooperative Game, Team-Based Game, Variable Player Powers"
44614,"Acting, Role Playing, Voting"
214898,"Hand Management, Storytelling, Take That"
93400,"Network and Route Building, Tile Placement"
223327,"Player Judge, Role Playing, Storytelling"
258561,"Card Drafting, Dice Rolling, Role Playing, Storytelling, Variable Player Powers"
21569,Paper-and-Pencil
19464,Roll / Spin and Move
130393,"Pick-up and Deliver, Push Your Luck"
225976,"Auction/Bidding, Set Collection"
93537,"Area Majority / Influence, Auction/Bidding, Pick-up and Deliver, Worker Placement"
204733,Line Drawing
38764,Grid Movement
156108,Hand Management
268159,"Dice Rolling, Modular Board, Variable Player Powers"
124356,Area Majority / Influence
174400,"Hand Management, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers"
29656,"Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment"
283212,"Line Drawing, Memory, Voting"
43245,"Area Movement, Area-Impulse, Dice Rolling, Events, Movement Points, Secret Unit Deployment, Simulation, Simultaneous Action Selection"
268,"Commodity Speculation, Set Collection, Tile Placement"
175177,Hand Management
111172,Hand Management
39066,Hexagon Grid
299172,"Card Drafting, Deduction, Real-Time, Solo / Solitaire Game"
23828,
155258,
152952,"Campaign / Battle Card Driven, Hand Management, Simultaneous Action Selection"
55158,"Action Points, Card Drafting, Dice Rolling, Hand Management, Line Drawing, Modular Board, Simultaneous Action Selection, Team-Based Game"
60245,"Dice Rolling, Pattern Building, Tile Placement"
7718,"Area Majority / Influence, Set Collection, Tile Placement"
225977,"Set Collection, Tile Placement"
253087,"Deck Bag and Pool Building, Dice Rolling, Push Your Luck, Worker Placement"
172158,"Variable Player Powers, Worker Placement"
1160,
147790,Dice Rolling
244169,"Role Playing, Solo / Solitaire Game"
85245,
186945,"Dice Rolling, Hand Management, Take That"
54372,"Card Drafting, Hand Management"
266980,"Pick-up and Deliver, Set Collection, Worker Placement"
232509,"Betting and Bluffing, Storytelling, Team-Based Game"
186020,"Area Movement, Dice Rolling, Hand Management, Variable Player Powers"
723,Action Points
100172,"Area Majority / Influence, Hand Management"
18961,
12266,"Dice Rolling, Hexagon Grid, Simulation"
256964,"Action Points, Area Movement, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Team-Based Game, Variable Set-up"
21503,"Area Movement, Dice Rolling"
170756,"Grid Movement, Hand Management, Variable Player Powers"
2256,"Betting and Bluffing, Roll / Spin and Move"
220284,"Area Movement, Dice Rolling, Grid Movement, Hand Management, Modular Board, Tile Placement, Variable Phase Order, Variable Player Powers"
19646,Memory
38837,"Chit-Pull System, Hexagon Grid"
182178,"Area Majority / Influence, Hand Management, Set Collection"
182605,Pattern Building
315043,"Deduction, Hand Management"
2994,"Hexagon Grid, Zone of Control"
160524,"Dice Rolling, Simulation"
142197,"Grid Movement, Secret Unit Deployment, Team-Based Game"
278402,"Card Drafting, Dice Rolling, Hexagon Grid, Movement Points, Simulation, Stat Check Resolution"
1879,"Action Queue, Team-Based Game, Variable Player Powers"
103666,"Action Points, Area Majority / Influence, Area Movement, Variable Player Powers"
196105,Acting
910,"Grid Movement, Hand Management, Tile Placement"
274690,"Dice Rolling, Roll / Spin and Move, Variable Player Powers"
145478,Trick-taking
8250,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation"
21955,"Dice Rolling, Pattern Building, Roll / Spin and Move"
46410,Hand Management
9833,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation"
8954,"Chit-Pull System, Dice Rolling, Hexagon Grid, Variable Phase Order"
172596,Hand Management
485,
242753,"Deck Bag and Pool Building, Dice Rolling, Variable Player Powers"
162292,"Area Majority / Influence, Dice Rolling, Modular Board"
165657,"Area Majority / Influence, Area Movement, Auction/Bidding, Simultaneous Action Selection, Take That, Variable Player Powers"
26147,Paper-and-Pencil
2478,Simultaneous Action Selection
4278,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
590,"Hand Management, Take That, Team-Based Game"
7970,"Dice Rolling, Hexagon Grid, Simulation"
132799,"Action Points, Dice Rolling, Grid Movement, Hand Management, Modular Board, Take That, Variable Player Powers"
144709,"Commodity Speculation, Memory, Set Collection, Stock Holding"
252432,"Action Points, Cooperative Game, Grid Movement, Trading, Variable Player Powers"
178450,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Push Your Luck"
1254,Team-Based Game
4202,"Dice Rolling, Hexagon Grid, Line of Sight, Simulation"
72204,"Cooperative Game, Dice Rolling, Point to Point Movement, Variable Player Powers"
183441,"Action Points, Card Drafting, Hand Management, Pick-up and Deliver, Point to Point Movement"
91050,Network and Route Building
12367,Hand Management
72448,"Betting and Bluffing, Roll / Spin and Move"
13933,"Card Drafting, Set Collection"
15180,"Action Points, Area Majority / Influence, Hand Management"
283641,"Area Movement, Modular Board, Pattern Building, Pick-up and Deliver, Set Collection"
163310,"Dice Rolling, Hand Management, Push Your Luck, Solo / Solitaire Game"
1912,
223742,"Simultaneous Action Selection, Voting"
154857,"Area Majority / Influence, Hand Management, Hexagon Grid, Modular Board, Take That, Variable Player Powers"
27574,"Auction: Sealed Bid, Pattern Building"
319135,"Cooperative Game, Deduction, Real-Time, Storytelling"
202296,"Cooperative Game, Dice Rolling, Memory"
284082,
59576,"Catch the Leader, Deck Construction, Hand Management, Memory, Take That"
216482,"Push Your Luck, Roll / Spin and Move"
76728,"Acting, Role Playing"
204601,"Action Queue, Grid Movement, Simultaneous Action Selection"
260156,"Cooperative Game, Dice Rolling, Tile Placement, Worker Placement"
26961,"Auction/Bidding, Card Drafting, Worker Placement"
126274,"Card Drafting, Variable Phase Order, Worker Placement"
270143,"Drafting, Tile Placement"
34001,"Dice Rolling, Modular Board, Push Your Luck, Tile Placement"
6504,"Simulation, Simultaneous Action Selection"
193062,"Auction/Bidding, Set Collection"
1709,"Dice Rolling, Hexagon Grid"
60126,Tile Placement
14452,"Hexagon Grid, Line of Sight"
287638,"Area Movement, Cooperative Game, Hand Management, Storytelling"
175464,"Chit-Pull System, Hexagon Grid"
724,"Dice Rolling, Events, Grid Movement, Square Grid, Team-Based Game, Tile Placement, Variable Set-up"
332,"Auction/Bidding, Commodity Speculation, Dice Rolling"
170437,"Dice Rolling, Set Collection"
170472,"Area Majority / Influence, Campaign / Battle Card Driven, Hand Management"
209672,"Card Drafting, Hand Management"
302469,"Deck Bag and Pool Building, Hand Management"
280131,Area Majority / Influence
216694,"Auction/Bidding, Set Collection"
278373,"Point to Point Movement, Role Playing, Scenario / Mission / Campaign Game"
224830,"Auction/Bidding, Hand Management, Ladder Climbing, Team-Based Game, Trick-taking"
276296,Simultaneous Action Selection
276760,Cooperative Game
198775,Cooperative Game
66797,"Dice Rolling, Push Your Luck"
284639,"Action Points, Action Queue, Deck Bag and Pool Building, Dice Rolling, Variable Player Powers"
7537,"Modular Board, Secret Unit Deployment, Tile Placement"
93001,"Dice Rolling, Push Your Luck, Set Collection"
203087,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement"
116877,"Dice Rolling, Modular Board, Roll / Spin and Move"
56835,
2978,"Area Movement, Memory, Secret Unit Deployment, Team-Based Game"
10376,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
3385,"Area Movement, Memory, Secret Unit Deployment"
62143,"Action Retrieval, Hand Management, Point to Point Movement"
282765,"Area Movement, Cooperative Game, Dice Rolling, Variable Player Powers"
17895,Hexagon Grid
7989,"Hand Management, Trick-taking"
31198,"Area Movement, Simulation"
66986,"Dice Rolling, Simultaneous Action Selection, Variable Player Powers"
248761,"Action Queue, Card Drafting, Variable Player Powers"
13455,"Dice Rolling, Measurement Movement, Simulation"
4241,Hexagon Grid
239465,"Dice Rolling, Modular Board, Race, Simulation, Variable Player Powers"
4975,
24225,Roll / Spin and Move
284121,"Action Points, Area Majority / Influence, Cooperative Game, Dice Rolling, Modular Board, Variable Player Powers"
258636,"Dice Rolling, Take That"
26203,"Dice Rolling, Hexagon Grid, Simultaneous Action Selection"
2157,Team-Based Game
3340,"Action Queue, Hexagon Grid, Simulation, Simultaneous Action Selection"
18887,Hexagon Grid
17204,"Auction/Bidding, Card Drafting, Team-Based Game, Trick-taking, Variable Player Powers"
257306,"Push Your Luck, Variable Player Powers"
209926,Card Drafting
223481,"Memory, Take That"
250355,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Take That"
298764,"Hand Management, Pattern Building"
86406,"Action Points, Dice Rolling, Point to Point Movement"
76322,Tile Placement
271528,"Hand Management, Set Collection, Team-Based Game"
23878,Hand Management
232267,"Dice Rolling, Hexagon Grid"
232956,"Area Majority / Influence, Card Drafting, Hand Management, Variable Player Powers"
206780,"Grid Movement, Set Collection"
42112,"Area Majority / Influence, Card Drafting, Hand Management, Team-Based Game, Voting"
171431,"Area Majority / Influence, Pattern Recognition, Set Collection, Solo / Solitaire Game"
191057,"Rock-Paper-Scissors, Take That, Voting"
236974,"Dice Rolling, Hexagon Grid, Simulation"
311988,"Action/Event, Cooperative Game, Cube Tower, Modular Board, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Worker Placement, Different Worker Types"
175626,"Action Queue, Deck Bag and Pool Building, Point to Point Movement, Worker Placement"
259393,"Grid Movement, Memory, Modular Board, Pick-up and Deliver"
199646,"Action Queue, Auction/Bidding, Card Drafting, Secret Unit Deployment, Simultaneous Action Selection, Take That, Tile Placement, Variable Player Powers"
193422,"Tile Placement, Worker Placement"
102107,"Modular Board, Variable Phase Order"
153815,"Hand Management, Set Collection, Variable Player Powers"
22940,
18296,"Auction/Bidding, Pick-up and Deliver"
1950,Roll / Spin and Move
22947,"Area Majority / Influence, Grid Movement, Modular Board, Tile Placement"
2344,"Auction/Bidding, Enclosure, Modular Board"
166436,"Card Drafting, Dice Rolling, Player Elimination, Push Your Luck"
280041,"Contracts, Dice Rolling, Paper-and-Pencil, Set Collection"
167975,"Campaign / Battle Card Driven, Hand Management"
76810,Hand Management
142687,Hand Management
6555,"Dice Rolling, Variable Player Powers"
771,Area Majority / Influence
173337,Roll / Spin and Move
83283,"Enclosure, Grid Movement, Pattern Building"
232481,"Area Majority / Influence, Card Drafting, Set Collection"
232478,"Area Majority / Influence, Grid Movement, Hand Management, Modular Board, Set Collection, Worker Placement"
9918,Hexagon Grid
5014,Pattern Building
128098,"Area Majority / Influence, Dice Rolling, Hand Management"
191285,"Grid Movement, Modular Board, Team-Based Game"
553,"Set Collection, Take That, Variable Player Powers"
127324,"Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers"
27736,"Action Points, Cooperative Game, Modular Board, Simultaneous Action Selection"
208256,"Take That, Variable Player Powers"
70324,"Action Queue, Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
259121,"Campaign / Battle Card Driven, Dice Rolling, Events, Hexagon Grid, Simulation, Zone of Control"
1188,"Set Collection, Tile Placement"
197076,"Dice Rolling, Hexagon Grid, Simulation"
89403,"Hand Management, Pattern Building"
195353,Area-Impulse
174584,"Cooperative Game, Modular Board, Role Playing, Variable Player Powers"
271,"Memory, Set Collection"
16538,
32,
116806,"Hexagon Grid, Simulation"
191991,"Hand Management, Simultaneous Action Selection"
242589,"Area Movement, Dice Rolling, Simulation"
245824,"Cooperative Game, Pattern Building, Set Collection"
281258,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Map Addition, Modular Board, Network and Route Building, Pick-up and Deliver, Tile Placement, Variable Player Powers"
558,"Auction/Bidding, Hand Management, Network and Route Building, Voting"
33259,"Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection"
246689,"Card Drafting, Dice Rolling, Hand Management, Take That, Trading, Variable Player Powers"
200351,"Auction/Bidding, Set Collection"
181382,"Action Queue, Area Majority / Influence, Card Drafting, Modular Board, Set Collection, Simultaneous Action Selection"
240584,"Hand Management, Set Collection, Trick-taking"
145042,
231824,"Hand Management, Take That"
191070,"Action Points, Hand Management, Point to Point Movement"
